order_id,product_id,order_date,ship_date,delivery_days,order_year,order_month
MX-2015-RB1979518-42258,FUR-TA-3763,2015-11-09,2015-09-18,7,2015,9
ID-2013-PO191957-41514,FUR-BO-5762,2013-08-28,2013-08-28,0,2013,8
CA-2015-AS10090140-42264,TEC-AC-5138,2015-09-17,2015-09-19,2,2015,9
IN-2014-TS212057-41852,FUR-TA-5053,2014-01-08,2014-04-08,3,2014,8
CA-2014-AS10090140-41812,OFF-BI-5638,2014-06-22,2014-06-27,5,2014,6
SF-2015-MV8190117-42362,TEC-PH-3148,2015-12-24,2015-12-27,3,2015,12
CA-2015-AS10090140-42264,TEC-AC-5094,2015-09-17,2015-09-19,2,2015,9
ES-2013-BD11560139-41327,FUR-CH-4655,2013-02-22,2013-02-25,3,2013,2
IN-2015-PS1876059-42288,FUR-BO-3648,2015-11-10,2015-10-13,2,2015,10
US-2015-FM1421551-42115,TEC-CO-4577,2015-04-21,2015-04-23,2,2015,4
IN-2014-CA1277558-41802,TEC-PH-3149,2014-12-06,2014-06-17,5,2014,6
ES-2014-CD1279048-41899,FUR-BO-5969,2014-09-17,2014-09-20,3,2014,9
IN-2015-NL1831092-42266,OFF-ST-6046,2015-09-19,2015-09-19,0,2015,9
IT-2015-TB2105545-42334,OFF-AP-4502,2015-11-26,2015-03-12,7,2015,11
ES-2015-NF1847548-42248,TEC-CO-3595,2015-01-09,2015-01-09,0,2015,9
IN-2015-KD1649527-42175,FUR-BO-3627,2015-06-20,2015-06-26,6,2015,6
HU-2015-EH412557-42300,OFF-ST-5702,2015-10-23,2015-10-25,2,2015,10
IN-2012-KB1660058-41136,FUR-BO-3639,2012-08-15,2012-08-19,4,2012,8
MX-2015-CS1246093-42259,TEC-PH-5841,2015-12-09,2015-09-14,2,2015,9
CA-2015-AS10090140-42096,OFF-ST-4516,2015-02-04,2015-05-04,3,2015,4
ES-2015-MG1769564-42018,TEC-CO-6012,2015-01-14,2015-01-16,2,2015,1
ID-2015-VF21715102-42321,FUR-CH-5380,2015-11-13,2015-11-15,2,2015,11
ID-2014-AM1070559-41803,TEC-CO-4568,2014-06-13,2014-06-13,0,2014,6
CA-2015-AS10090140-42264,FUR-FU-4050,2015-09-17,2015-09-19,2,2015,9
IN-2015-BP11290113-42269,TEC-CO-4588,2015-09-22,2015-09-25,3,2015,9
AO-2012-HZ49504-40916,FUR-BO-4850,2012-08-01,2012-01-13,5,2012,1
CA-2012-AS10090140-41173,FUR-FU-3844,2012-09-21,2012-09-28,7,2012,9
IN-2014-EM1382566-41850,TEC-CO-4578,2014-07-30,2014-07-30,0,2014,7
US-2015-AS10090140-42341,OFF-AR-5285,2015-03-12,2015-06-12,3,2015,12
IN-2015-BS1180059-42124,OFF-AP-4504,2015-04-30,2015-04-05,4,2015,4
MX-2012-DV1346539-41179,FUR-BO-5951,2012-09-27,2012-09-29,2,2012,9
IN-2015-MB173057-42179,FUR-BO-5948,2015-06-24,2015-06-28,4,2015,6
IT-2012-PC19000120-41004,OFF-ST-5700,2012-05-04,2012-07-04,2,2012,4
IT-2015-CA1231045-42223,TEC-PH-5355,2015-07-08,2015-09-08,2,2015,8
CA-2015-AS10090140-42096,OFF-FA-6129,2015-02-04,2015-05-04,3,2015,4
ES-2015-MB1808545-42049,OFF-ST-6261,2015-02-14,2015-02-16,2,2015,2
CA-2012-AS10090140-41266,OFF-AP-3367,2012-12-23,2012-12-25,2,2012,12
RO-2013-DB3660107-41503,FUR-CH-5456,2013-08-17,2013-08-19,2,2013,8
CA-2013-AS10090140-41587,OFF-EN-2848,2013-09-11,2013-11-13,4,2013,11
MX-2013-BG1174018-41493,OFF-AP-4960,2013-07-08,2013-08-08,1,2013,8
CA-2014-AS10090140-41812,OFF-BI-6094,2014-06-22,2014-06-27,5,2014,6
CA-2014-AS10090140-41762,OFF-ST-3078,2014-03-05,2014-07-05,4,2014,5
IN-2013-KB1631578-41495,TEC-MA-5005,2013-09-08,2013-11-08,2,2013,8
ID-2014-PK190757-41691,FUR-TA-3359,2014-02-21,2014-02-22,1,2014,2
ID-2013-CS121757-41473,TEC-AC-3402,2013-07-18,2013-07-19,1,2013,7
CA-2014-AS10090140-41894,OFF-LA-6021,2014-12-09,2014-09-17,5,2014,9
ES-2015-AF1088545-42103,OFF-ST-6049,2015-09-04,2015-12-04,3,2015,4
ES-2013-SJ2050045-41443,FUR-TA-3343,2013-06-18,2013-06-20,2,2013,6
ES-2014-DM1295545-42004,TEC-CO-4590,2014-12-31,2015-02-01,2,2014,12
CA-2014-AS10090140-41762,OFF-ST-6158,2014-03-05,2014-07-05,4,2014,5
IT-2013-CC1261048-41289,OFF-AP-4497,2013-01-15,2013-01-17,2,2013,1
CG-2013-BW106533-41437,TEC-PH-5840,2013-12-06,2013-06-14,2,2013,6
IN-2015-BE114557-42080,TEC-CO-4568,2015-03-17,2015-03-22,5,2015,3
ES-2013-TG2164014-41591,OFF-AP-3867,2013-11-13,2013-11-17,4,2013,11
CA-2014-AS10090140-41762,OFF-LA-3224,2014-03-05,2014-07-05,4,2014,5
CA-2015-AS10090140-42264,OFF-BI-3473,2015-09-17,2015-09-19,2,2015,9
ES-2015-VM2168545-42140,FUR-BO-5971,2015-05-16,2015-05-19,3,2015,5
CA-2013-AS10090140-41587,OFF-BI-3473,2013-09-11,2013-11-13,4,2013,11
MX-2015-SC2069539-42360,FUR-CH-4530,2015-12-22,2015-12-24,2,2015,12
ID-2014-SN2056097-41896,TEC-PH-3148,2014-09-14,2014-09-14,0,2014,9
ID-2014-CD122807-41646,FUR-TA-5059,2014-07-01,2014-01-13,6,2014,1
ES-2015-CC1210045-42182,TEC-CO-3595,2015-06-27,2015-06-27,0,2015,6
ES-2013-BG1103544-41468,TEC-MA-5502,2013-07-13,2013-07-16,3,2013,7
IN-2015-CC125507-42046,TEC-CO-3706,2015-11-02,2015-11-02,0,2015,2
IN-2015-AB101057-42153,TEC-CO-3609,2015-05-29,2015-05-06,7,2015,5
IN-2015-SV2078559-42110,OFF-ST-6049,2015-04-16,2015-04-18,2,2015,4
ES-2015-HW1493545-42335,FUR-BO-5798,2015-11-27,2015-11-29,2,2015,11
IN-2012-AS1028558-41221,FUR-CH-5447,2012-08-11,2012-10-11,2,2012,11
ES-2015-LD1685545-42265,FUR-BO-3639,2015-09-18,2015-09-18,0,2015,9
MX-2015-NS1850528-42059,TEC-CO-6010,2015-02-24,2015-02-27,3,2015,2
MX-2014-CM1271582-41885,FUR-CH-5379,2014-03-09,2014-05-09,2,2014,9
IN-2014-VG2180527-41996,FUR-BO-3641,2014-12-23,2014-12-25,2,2014,12
GH-2015-JD606049-42172,OFF-AP-4956,2015-06-17,2015-06-19,2,2015,6
ID-2015-MG17680144-42078,FUR-CH-5378,2015-03-15,2015-03-17,2,2015,3
IN-2015-CD1228058-42197,FUR-BO-5763,2015-12-07,2015-07-13,1,2015,7
ES-2015-DB13210139-42164,TEC-MA-4206,2015-09-06,2015-12-06,3,2015,6
ES-2015-CS118608-42292,OFF-ST-4057,2015-10-15,2015-10-17,2,2015,10
IN-2015-AF1088558-42222,TEC-PH-3148,2015-06-08,2015-09-08,3,2015,8
ID-2013-BN11470130-41633,TEC-PH-5267,2013-12-25,2013-12-28,3,2013,12
ES-2013-GG1465045-41615,TEC-CO-4792,2013-07-12,2013-07-12,0,2013,12
ES-2014-EM1406548-41775,TEC-PH-3805,2014-05-16,2014-05-20,4,2014,5
IR-2014-BS166560-41807,OFF-ST-5700,2014-06-17,2014-06-18,1,2014,6
IN-2015-AC1045058-42311,FUR-TA-4711,2015-03-11,2015-07-11,4,2015,11
ES-2013-CK1220564-41422,TEC-CO-4592,2013-05-28,2013-05-31,3,2013,5
ES-2014-JD16150139-41868,FUR-BO-4848,2014-08-17,2014-08-20,3,2014,8
UP-2012-CC2550137-41062,FUR-TA-5059,2012-02-06,2012-04-06,2,2012,6
IT-2012-MS17830139-41103,TEC-MA-5511,2012-07-13,2012-07-14,1,2012,7
CA-2013-AS10090140-41587,OFF-PA-6535,2013-09-11,2013-11-13,4,2013,11
ES-2012-GT14710120-41198,FUR-CH-4654,2012-10-16,2012-10-23,7,2012,10
IN-2012-CL1270058-41226,TEC-PH-5268,2012-11-13,2012-11-19,6,2012,11
ES-2015-MM1792045-42199,TEC-PH-3805,2015-07-14,2015-07-18,4,2015,7
MX-2015-CM1216093-42158,FUR-BO-5762,2015-03-06,2015-05-06,2,2015,6
IN-2015-DB1306027-42353,TEC-PH-5263,2015-12-15,2015-12-17,2,2015,12
MZ-2015-JW522087-42183,OFF-ST-5708,2015-06-28,2015-06-28,0,2015,6
US-2015-BN1147082-42358,OFF-AP-3872,2015-12-20,2015-12-24,4,2015,12
IN-2013-JC157757-41310,FUR-CH-5378,2013-05-02,2013-08-02,3,2013,2
MX-2012-HL1504093-40929,FUR-TA-3764,2012-01-21,2012-01-27,6,2012,1
MX-2013-LH1690018-41489,OFF-ST-6046,2013-03-08,2013-05-08,2,2013,8
ID-2015-DV1304559-42304,FUR-BO-5786,2015-10-27,2015-10-31,4,2015,10
IN-2013-BT1153058-41331,FUR-TA-3344,2013-02-26,2013-04-03,6,2013,2
IR-2013-BM165060-41436,TEC-PH-5269,2013-11-06,2013-12-06,1,2013,6
IN-2012-MG1820558-40962,TEC-CO-4590,2012-02-23,2012-02-26,3,2012,2
CA-2012-AS10090140-41173,OFF-BI-3729,2012-09-21,2012-09-28,7,2012,9
MX-2014-FC1424528-41840,FUR-CH-5442,2014-07-20,2014-07-27,7,2014,7
MX-2014-TT2122051-41727,FUR-BO-5968,2014-03-29,2014-01-04,3,2014,3
IN-2015-CY1274558-42300,TEC-CO-4578,2015-10-23,2015-10-25,2,2015,10
MX-2015-SJ2021582-42179,TEC-PH-3806,2015-06-24,2015-06-26,2,2015,6
MX-2014-PB1880593-41942,TEC-PH-3148,2014-10-30,2014-05-11,6,2014,10
CM-2013-BP123022-41621,TEC-AC-5224,2013-12-13,2013-12-15,2,2013,12
IN-2014-RW1969027-41763,TEC-CO-3688,2014-04-05,2014-06-05,2,2014,5
CA-2012-AS10090140-41173,OFF-AR-3285,2012-09-21,2012-09-28,7,2012,9
ZA-2012-DB3360146-41159,FUR-TA-3442,2012-07-09,2012-09-09,2,2012,9
ES-2013-DK1315048-41386,TEC-CO-3709,2013-04-22,2013-04-26,4,2013,4
SF-2014-RW9540117-41942,TEC-MA-5502,2014-10-30,2014-04-11,5,2014,10
IN-2012-PS1904527-41014,FUR-CH-5411,2012-04-15,2012-04-16,1,2012,4
CA-2014-AS10090140-41894,OFF-BI-4884,2014-12-09,2014-09-17,5,2014,9
CA-2014-AB10105140-41991,OFF-BI-4345,2014-12-18,2014-12-22,4,2014,12
IN-2015-MO1780066-42308,OFF-AP-3873,2015-10-31,2015-04-11,4,2015,10
IN-2014-NF1847527-41741,OFF-AP-3573,2014-12-04,2014-04-14,2,2014,4
IN-2014-MR1754558-41954,TEC-CO-3683,2014-11-11,2014-11-11,0,2014,11
IT-2013-CB1241548-41560,TEC-PH-5355,2013-10-13,2013-10-17,4,2013,10
ID-2013-LC1705092-41560,FUR-CH-4531,2013-10-13,2013-10-16,3,2013,10
IN-2015-RA1988527-42034,FUR-CH-5380,2015-01-30,2015-03-02,4,2015,1
CG-2013-MG814533-41559,TEC-PH-3805,2013-12-10,2013-10-16,4,2013,10
CA-2015-AB10105140-42161,TEC-PH-5089,2015-06-06,2015-07-06,1,2015,6
CA-2015-AB10105140-42328,FUR-FU-2871,2015-11-20,2015-11-24,4,2015,11
ID-2014-EM1396058-41901,OFF-AP-3580,2014-09-19,2014-09-23,4,2014,9
MX-2013-DJ1342082-41639,OFF-AP-4505,2013-12-31,2014-05-01,5,2013,12
ES-2015-CD1192045-42367,FUR-TA-5064,2015-12-29,2015-12-31,2,2015,12
MX-2014-BO1142582-41958,TEC-PH-3806,2014-11-15,2014-11-19,4,2014,11
CA-2012-AB10105140-41262,OFF-BI-4827,2012-12-19,2012-12-22,3,2012,12
CA-2015-AB10105140-42143,TEC-PH-2879,2015-05-19,2015-05-21,2,2015,5
ID-2015-KM16720102-42255,FUR-BO-3626,2015-08-09,2015-11-09,3,2015,9
ES-2014-SV2078545-41807,TEC-AC-5136,2014-06-17,2014-06-19,2,2014,6
MX-2012-BG1169582-41250,FUR-CH-5773,2012-07-12,2012-07-12,0,2012,12
IN-2015-CS121307-42266,FUR-BO-5761,2015-09-19,2015-09-21,2,2015,9
US-2014-AB10105140-41908,FUR-TA-3412,2014-09-26,2014-01-10,5,2014,9
IZ-2015-BD163561-42045,OFF-AP-4966,2015-10-02,2015-02-14,4,2015,2
ES-2015-RF19345120-42043,OFF-AP-4743,2015-08-02,2015-11-02,3,2015,2
ID-2014-JE1616559-41856,FUR-BO-3642,2014-05-08,2014-07-08,2,2014,8
IR-2015-MG768060-42109,FUR-BO-3641,2015-04-15,2015-04-18,3,2015,4
CA-2013-AB10105140-41585,TEC-MA-3700,2013-07-11,2013-12-11,5,2013,11
IN-2015-CC1247558-42129,TEC-CO-3596,2015-05-05,2015-07-05,2,2015,5
ES-2014-LT1676564-41947,OFF-AP-4732,2014-04-11,2014-06-11,2,2014,11
ES-2015-FH14365120-42165,TEC-PH-3148,2015-10-06,2015-12-06,2,2015,6
ES-2013-BF1097545-41517,TEC-PH-5354,2013-08-31,2013-02-09,2,2013,8
IN-2014-CJ1201027-41810,TEC-PH-3802,2014-06-20,2014-06-22,2,2014,6
HU-2015-SH997557-42239,TEC-AC-5226,2015-08-23,2015-08-28,5,2015,8
US-2013-SL2015582-41422,FUR-BO-4861,2013-05-28,2013-05-29,1,2013,5
LI-2015-NC834073-42143,TEC-CO-6009,2015-05-19,2015-05-21,2,2015,5
SF-2014-JB5400117-41758,FUR-TA-4712,2014-04-29,2014-04-30,1,2014,4
IN-2014-VG2180527-41996,FUR-BO-3642,2014-12-23,2014-12-25,2,2014,12
MX-2015-TB2125031-42289,FUR-TA-3760,2015-12-10,2015-10-15,3,2015,10
MX-2015-PS1897028-42109,OFF-AP-3872,2015-04-15,2015-04-17,2,2015,4
ES-2015-BB1154548-42336,FUR-BO-5788,2015-11-28,2015-03-12,5,2015,11
GG-2013-SG1047047-41405,TEC-CO-3597,2013-11-05,2013-05-13,2,2013,5
IN-2014-SP20920130-41808,TEC-PH-5839,2014-06-18,2014-06-24,6,2014,6
IN-2013-NZ1856558-41398,TEC-CO-3678,2013-04-05,2013-06-05,2,2013,5
IN-2012-Dp1324027-41223,TEC-PH-5354,2012-10-11,2012-11-14,4,2012,11
ES-2015-GZ1447064-42362,FUR-BO-4862,2015-12-24,2015-12-24,0,2015,12
MX-2015-AH1007582-42139,OFF-AP-4503,2015-05-15,2015-05-19,4,2015,5
PL-2015-CB2025103-42347,TEC-CO-5997,2015-09-12,2015-12-12,3,2015,12
IN-2012-SC200507-41249,TEC-PH-5356,2012-06-12,2012-10-12,4,2012,12
IT-2014-AM10705125-41892,FUR-CH-4530,2014-10-09,2014-09-15,5,2014,9
AL-2012-SC102302-40970,TEC-MA-6138,2012-02-03,2012-04-03,2,2012,3
ID-2013-JS1559559-41275,OFF-AP-4745,2013-01-01,2013-05-01,4,2013,1
ID-2013-BS1138059-41577,TEC-CO-6009,2013-10-30,2013-03-11,4,2013,10
IN-2014-TC21295130-41962,OFF-AP-4505,2014-11-19,2014-11-19,0,2014,11
RS-2014-JL5130108-41866,TEC-PH-3148,2014-08-15,2014-08-17,2,2014,8
IN-2014-Dp1324066-41798,FUR-CH-4532,2014-08-06,2014-08-06,0,2014,6
IN-2015-NF1838511-42279,TEC-PH-5268,2015-02-10,2015-06-10,4,2015,10
ES-2015-AS10090139-42062,OFF-AP-4745,2015-02-27,2015-03-03,4,2015,2
IN-2014-EL137357-41943,FUR-BO-4861,2014-10-31,2014-04-11,4,2014,10
IN-2014-FH1427559-41991,FUR-BO-3904,2014-12-18,2014-12-25,7,2014,12
IN-2015-LT1676558-42133,FUR-TA-5057,2015-09-05,2015-05-15,6,2015,5
IN-2015-BN1147027-42189,OFF-AP-4964,2015-04-07,2015-08-07,4,2015,7
ES-2013-BP11230120-41411,OFF-AP-3576,2013-05-17,2013-05-21,4,2013,5
IN-2012-DM1352558-41123,TEC-PH-5813,2012-02-08,2012-05-08,3,2012,8
CA-2015-AB10105140-42267,TEC-PH-5625,2015-09-20,2015-09-26,6,2015,9
CD-2014-SM1032025-41684,OFF-ST-6033,2014-02-14,2014-02-16,2,2014,2
IN-2013-PM191357-41417,FUR-BO-5971,2013-05-23,2013-05-23,0,2013,5
MW-2015-TS1143085-42220,OFF-AP-3874,2015-04-08,2015-09-08,5,2015,8
MX-2014-TS2134018-41956,TEC-PH-3806,2014-11-13,2014-11-18,5,2014,11
IN-2015-AM107057-42047,TEC-AC-4186,2015-12-02,2015-02-14,2,2015,2
MX-2015-LS1724582-42319,TEC-PH-5355,2015-11-11,2015-11-14,3,2015,11
IN-2014-DR129407-41728,FUR-BO-5951,2014-03-30,2014-01-04,2,2014,3
CA-2013-AB10105140-41585,OFF-ST-4281,2013-07-11,2013-12-11,5,2013,11
CA-2015-AB10105140-42267,TEC-AC-6076,2015-09-20,2015-09-26,6,2015,9
IN-2014-CM1181597-41870,TEC-PH-5841,2014-08-19,2014-08-21,2,2014,8
ES-2015-FG1426045-42153,OFF-AP-3865,2015-05-29,2015-05-31,2,2015,5
IR-2013-KN670560-41508,OFF-AP-3579,2013-08-22,2013-08-29,7,2013,8
WA-2015-TB1152089-42190,TEC-AC-5224,2015-05-07,2015-05-07,0,2015,7
IT-2013-GM1444091-41347,FUR-BO-3903,2013-03-14,2013-03-17,3,2013,3
CA-2015-AB10523-42139,OFF-AR-6111,2015-05-15,2015-05-15,0,2015,5
MX-2015-JB1540051-42263,TEC-CO-4592,2015-09-16,2015-09-18,2,2015,9
IN-2015-JS1603097-42223,FUR-CH-5775,2015-07-08,2015-12-08,5,2015,8
IN-2014-AM10705102-41891,TEC-CO-3707,2014-09-09,2014-09-09,0,2014,9
MX-2015-SF2020039-42255,TEC-PH-5355,2015-08-09,2015-11-09,3,2015,9
CA-2013-AB10105140-41585,OFF-ST-4457,2013-07-11,2013-12-11,5,2013,11
MX-2013-JF1529531-41564,FUR-CH-5443,2013-10-17,2013-10-21,4,2013,10
ID-2015-KH16510102-42052,FUR-CH-5441,2015-02-17,2015-02-18,1,2015,2
IN-2013-DL1333058-41328,TEC-PH-5840,2013-02-23,2013-02-28,5,2013,2
IN-2013-KN163907-41611,FUR-CH-5378,2013-03-12,2013-10-12,7,2013,12
IN-2013-SV2093527-41620,OFF-ST-5691,2013-12-12,2013-12-14,2,2013,12
IN-2015-MD178607-42171,TEC-CO-3598,2015-06-16,2015-06-21,5,2015,6
ES-2013-LS1720045-41628,TEC-MA-6138,2013-12-20,2013-12-22,2,2013,12
MX-2015-JM1586582-42137,FUR-CH-4656,2015-05-13,2015-05-17,4,2015,5
CA-2015-AB10105140-42220,TEC-AC-4936,2015-04-08,2015-08-08,4,2015,8
IN-2015-CM124457-42315,FUR-CH-4531,2015-07-11,2015-11-11,4,2015,11
IT-2014-SS20140104-41800,OFF-AP-4745,2014-10-06,2014-06-14,4,2014,6
IN-2013-BW1111058-41404,TEC-MA-5014,2013-10-05,2013-12-05,2,2013,5
IN-2014-JE1561058-41895,TEC-PH-5336,2014-09-13,2014-09-13,0,2014,9
IN-2014-GH1442527-41845,FUR-BO-3891,2014-07-25,2014-07-28,3,2014,7
IN-2015-JK1609058-42288,OFF-AP-4958,2015-11-10,2015-10-14,3,2015,10
MX-2012-SM2032036-41234,OFF-AP-3570,2012-11-21,2012-11-24,3,2012,11
CA-2013-AB10105140-41585,FUR-FU-6235,2013-07-11,2013-12-11,5,2013,11
US-2015-GR1456082-42302,FUR-TA-5062,2015-10-25,2015-10-25,0,2015,10
CA-2014-AB10105140-41672,OFF-ST-3360,2014-02-02,2014-07-02,5,2014,2
MA-2014-DH367577-41926,TEC-MA-6148,2014-10-14,2014-10-15,1,2014,10
RS-2012-MM8280108-40953,TEC-CO-3686,2012-02-14,2012-02-16,2,2012,2
IN-2015-SW2027558-42125,FUR-CH-4545,2015-01-05,2015-01-05,0,2015,5
IR-2012-PM913560-40978,TEC-PH-5268,2012-10-03,2012-12-03,2,2012,3
IN-2013-GH144257-41489,FUR-BO-3903,2013-03-08,2013-08-08,5,2013,8
ID-2013-JM1586597-41628,OFF-AP-4967,2013-12-20,2013-12-23,3,2013,12
ES-2013-CM1211564-41489,TEC-CO-4765,2013-03-08,2013-07-08,4,2013,8
IN-2013-SC2084527-41445,TEC-PH-5839,2013-06-20,2013-06-22,2,2013,6
MO-2014-GP474086-41678,OFF-AP-4731,2014-08-02,2014-09-02,1,2014,2
ES-2012-AF1087014-41179,OFF-AP-4738,2012-09-27,2012-02-10,5,2012,9
IT-2013-TS2150545-41448,FUR-BO-5786,2013-06-23,2013-06-26,3,2013,6
MX-2014-CR1273028-41993,FUR-TA-3420,2014-12-20,2014-12-22,2,2014,12
MX-2013-FH1436582-41558,TEC-PH-3148,2013-11-10,2013-10-14,3,2013,10
ID-2012-BM115757-41149,FUR-TA-5071,2012-08-28,2012-04-09,7,2012,8
ES-2015-AH100308-42203,FUR-BO-3640,2015-07-18,2015-07-18,0,2015,7
IN-2012-AG1049527-41248,TEC-CO-4790,2012-05-12,2012-12-12,7,2012,12
ES-2015-BN11470139-42110,FUR-BO-5778,2015-04-16,2015-04-16,0,2015,4
CA-2015-AB10105140-42267,OFF-BI-5614,2015-09-20,2015-09-26,6,2015,9
AU-2012-AG6758-41153,FUR-TA-4646,2012-01-09,2012-01-09,0,2012,9
ES-2014-SW2075545-41852,FUR-BO-4848,2014-01-08,2014-02-08,1,2014,8
MX-2015-CS1246093-42259,FUR-BO-5940,2015-12-09,2015-09-14,2,2015,9
ES-2015-SK1999045-42222,TEC-AC-5896,2015-06-08,2015-07-08,1,2015,8
IN-2015-MP18175144-42328,OFF-AP-4961,2015-11-20,2015-11-23,3,2015,11
MX-2013-AG1090082-41398,OFF-AP-4508,2013-04-05,2013-09-05,5,2013,5
MO-2013-AJ96086-41513,TEC-PH-5842,2013-08-27,2013-08-31,4,2013,8
UP-2014-MC7275137-41997,TEC-PH-3806,2014-12-24,2014-12-29,5,2014,12
IT-2014-JF15295120-41668,OFF-ST-6033,2014-01-29,2014-01-31,2,2014,1
CA-2015-AB10523-42139,OFF-AR-5912,2015-05-15,2015-05-15,0,2015,5
SA-2012-MM7260110-41269,TEC-MA-6142,2012-12-26,2012-12-28,2,2012,12
IN-2013-EJ13720113-41608,FUR-BO-3889,2013-11-30,2013-04-12,4,2013,11
MX-2014-MS1736539-41780,TEC-PH-5355,2014-05-21,2014-05-23,2,2014,5
CA-2013-AB10105140-41585,OFF-AR-5156,2013-07-11,2013-12-11,5,2013,11
ES-2015-DH13675139-42182,FUR-BO-5763,2015-06-27,2015-06-28,1,2015,6
CA-2015-AB10105140-42267,OFF-ST-3078,2015-09-20,2015-09-26,6,2015,9
MX-2014-HE1480018-41845,FUR-TA-4647,2014-07-25,2014-07-28,3,2014,7
CA-2015-AB10105140-42328,OFF-BI-4346,2015-11-20,2015-11-24,4,2015,11
IN-2012-SB2017027-41208,FUR-BO-4851,2012-10-26,2012-10-28,2,2012,10
CA-2013-AB10105140-41585,OFF-BI-3308,2013-07-11,2013-12-11,5,2013,11
IN-2013-VT2170092-41634,FUR-BO-5949,2013-12-26,2013-12-27,1,2013,12
CA-2012-AB10105140-41262,OFF-LA-3206,2012-12-19,2012-12-22,3,2012,12
IN-2013-BC1112592-41401,TEC-CO-4576,2013-07-05,2013-10-05,3,2013,5
IN-2012-NF1859527-40916,TEC-MA-5548,2012-08-01,2012-12-01,4,2012,1
CA-2014-AH10120140-41992,FUR-TA-4841,2014-12-19,2014-12-22,3,2014,12
CA-2015-AH10120140-42103,OFF-PA-6497,2015-09-04,2015-04-13,4,2015,4
IT-2012-RB19330120-41077,FUR-BO-4860,2012-06-17,2012-06-19,2,2012,6
ES-2013-CS11950124-41283,OFF-AP-3577,2013-09-01,2013-10-01,1,2013,1
ES-2015-BW11110120-42046,OFF-AP-3868,2015-11-02,2015-02-15,4,2015,2
CA-2012-AH10120140-41107,FUR-CH-5428,2012-07-17,2012-07-17,0,2012,7
IN-2013-LW1682558-41376,TEC-CO-4789,2013-12-04,2013-04-14,2,2013,4
ES-2015-RD19585120-42007,TEC-CO-3681,2015-03-01,2015-04-01,1,2015,1
CA-2015-AH10120140-42103,OFF-PA-6441,2015-09-04,2015-04-13,4,2015,4
IN-2015-BT1168066-42351,OFF-AP-4508,2015-12-13,2015-12-19,6,2015,12
CA-2015-AH10120140-42188,OFF-PA-6361,2015-03-07,2015-06-07,3,2015,7
CA-2015-AH10120140-42234,TEC-AC-5097,2015-08-18,2015-08-24,6,2015,8
IT-2015-TB2117564-42284,FUR-BO-5972,2015-07-10,2015-08-10,1,2015,10
UP-2014-MD7860137-41810,OFF-AP-4498,2014-06-20,2014-06-24,4,2014,6
IN-2015-JH1618059-42196,FUR-BO-3887,2015-11-07,2015-07-14,3,2015,7
ES-2015-CC1214548-42118,TEC-AC-4186,2015-04-24,2015-04-27,3,2015,4
MX-2012-XP2186539-41032,FUR-TA-4713,2012-03-05,2012-07-05,4,2012,5
IN-2012-TS2137058-41187,OFF-AP-3575,2012-05-10,2012-09-10,4,2012,10
MX-2015-ML1741031-42320,FUR-BO-3892,2015-12-11,2015-11-16,4,2015,11
MX-2015-MY1829593-42355,FUR-BO-3903,2015-12-17,2015-12-19,2,2015,12
CA-2015-AH10120140-42234,OFF-BI-4358,2015-08-18,2015-08-24,6,2015,8
ES-2014-BS1166545-41734,TEC-PH-3147,2014-05-04,2014-08-04,3,2014,4
IN-2015-NL1831092-42266,TEC-CO-3706,2015-09-19,2015-09-19,0,2015,9
CA-2014-AH10120140-41992,OFF-BI-6345,2014-12-19,2014-12-22,3,2014,12
IT-2015-CA1196548-42195,FUR-BO-5942,2015-10-07,2015-07-14,4,2015,7
IN-2015-QJ1925527-42283,TEC-CO-3709,2015-06-10,2015-12-10,6,2015,10
MX-2014-RE1945036-41791,TEC-PH-5841,2014-01-06,2014-07-06,6,2014,6
SF-2013-CP2085117-41506,FUR-BO-5972,2013-08-20,2013-08-22,2,2013,8
RS-2012-JK5730108-41150,FUR-TA-3759,2012-08-29,2012-08-29,0,2012,8
ES-2013-HZ1495045-41612,TEC-CO-4568,2013-04-12,2013-05-12,1,2013,12
ID-2015-AR105707-42290,TEC-CO-4791,2015-10-13,2015-10-18,5,2015,10
IT-2014-EH14005120-41992,OFF-ST-6248,2014-12-19,2014-12-21,2,2014,12
IN-2013-JR1570058-41441,OFF-AP-4958,2013-06-16,2013-06-22,6,2013,6
IN-2014-PL1892588-41871,OFF-AP-4958,2014-08-20,2014-08-20,0,2014,8
MX-2013-TC2114582-41446,TEC-PH-5842,2013-06-21,2013-06-25,4,2013,6
MX-2013-DG1330082-41417,OFF-AP-4500,2013-05-23,2013-05-25,2,2013,5
ES-2014-LW1699045-41759,TEC-MA-5016,2014-04-30,2014-03-05,3,2014,4
ES-2013-Dl1360045-41440,TEC-AC-5135,2013-06-15,2013-06-15,0,2013,6
CA-2014-AH10120140-41992,OFF-AR-5289,2014-12-19,2014-12-22,3,2014,12
ES-2014-SC2009545-41991,TEC-CO-4767,2014-12-18,2014-12-22,4,2014,12
ID-2015-EB1393059-42206,FUR-CH-4530,2015-07-21,2015-07-25,4,2015,7
MO-2014-GP474086-41678,TEC-PH-3786,2014-08-02,2014-09-02,1,2014,2
IN-2012-SB2017027-41208,TEC-CO-4765,2012-10-26,2012-10-28,2,2012,10
CA-2014-AH10120140-41992,TEC-PH-5163,2014-12-19,2014-12-22,3,2014,12
